智能手机操控能否实现突破性“进化”？就看这款传感器能否助攻, 郭云云, 2019-10-24 12:16, 预计 8 分钟读完, 2, sensor, 传感技术, /sensor/, 455404, upload/article/feature/2019/10/24/5db12569b36c9.png, 智能手机操控能否实现突破性“进化”？就看这款传感器能否助攻, 自iPhone上市以来，智能手机的功能更新一直是用户关注的焦点，每款新机型的推出都会引来一片热议。但是2019年，虽然各大手机厂商都在努力亮出各种“黑科技”试图拉动销量，但是效果却差强人意，Gartner的数据显示，2019年第一季度全球智能手机销量为3.73亿部，同比下降2.7%；第二季度全球智能手机销量为3.68亿部，同比下滑1.7%, upload/article/feature/2019/10/24/5db12569b36c9-thumb.png, SurfaceWave|显通科技|超声波传感器, 1571890613
大联大友尚集团推出人脸识别解决方案, , 2019-10-24 07:33, , 2, sensor, 传感技术, /sensor/, 455448, upload/article/feature/2019/10/24/5db1613d0e6da.png, 大联大友尚集团推出人脸识别解决方案, 2019年10月24日，致力于亚太地区市场的领先半导体元器件分销商---大联大控股宣布，其旗下友尚推出基于算丰（SOPHON）BM1880和安森美（ON Semiconductor）AR0130 & AR0230的人脸识别解决方案。

, upload/article/feature/2019/10/24/5db1613d0e6da-thumb.png, 大联大|人脸识别|HDR|芯片, 1571873580
乌镇“互联网之光”博览会，这项3D传感黑科技再次惊艳全场, , 2019-10-26 08:31, , 2, sensor, 传感技术, /sensor/, 455554, upload/article/feature/2019/10/26/5db42e6e723c0.jpeg, 乌镇“互联网之光”博览会，这项3D传感黑科技再次惊艳全场, 举办第六个年头，乌镇世界互联网大会已经成为世界互联网领域的风向标。今年这届大会的重头戏“互联网之光”博览会，在10月18日至22日为期5天，来自全球600余家知名互联网企业、数字化转型企业以及创新性企业等机构同台斗艳……, upload/article/feature/2019/10/26/5db42e6e723c0-thumb.jpeg, 世界互联网大会|3D视觉|数字化转型, 1572049860
豪威半导体获母公司韦尔半导体增资2700万美元，将促进晶圆生产线项目建设, , 2019-10-23 14:18, , 2, sensor, 传感技术, /sensor/, 455316, upload/article/feature/2019/10/23/5dafef6f0dfe0.png, 豪威半导体获母公司韦尔半导体增资2700万美元，将促进晶圆生产线项目建设, 与非网10月23日讯，近日，韦尔股份宣布对子公司豪威增资2700万美元。, upload/article/feature/2019/10/23/5dafef6f0dfe0-thumb.png, CMOS|晶圆|豪威半导体|韦尔半导体, 1571811525
安森美半导体付运1亿个图像传感器，  应用于基于摄像机的ADAS系统，支持SUBARU等客户, , 2019-10-22 07:40, , 2, sensor, 传感技术, /sensor/, 455252, , 安森美半导体付运1亿个图像传感器，  应用于基于摄像机的ADAS系统，支持SUBARU等客户, 推动高能效创新的安森美半导体(ON Semiconductor，美国纳斯达克上市代号：ON)付运了应用于辅助驾驶员的1亿个AR0132AT图像传感器，突破数量里程碑。, , CMOS|ADAS|图像传感器|安森美半导体, 1571701200
微电机技术不断发展，倾角传感器有何用途？, , 2019-10-22 15:58, , 2, sensor, 传感技术, /sensor/, 455276, upload/article/feature/2019/10/22/5daeb68f42e7a.png, 微电机技术不断发展，倾角传感器有何用途？, 随着微机电技术的不断发展，国际上涌现出来一批高质量的产品生产商，例如VTI公司作为全球MEMS传感器设计和生产的先驱，拥有先进的厂房设备，能保障高产能。, upload/article/feature/2019/10/22/5daeb68f42e7a-thumb.png, 倾角传感器|测量|MEMS, 1571731135
关于蓝牙传输范围的常见误解, , 2019-10-22 07:20, , 2, sensor, 传感技术, /sensor/, 455243, upload/article/feature/2019/10/22/5dae77313a969.png, 关于蓝牙传输范围的常见误解, 蓝牙技术在耳机、手机、手表及汽车领域的普及为人们带来了许多便利，却也引发了一些人们对于蓝牙的误解。目前，蓝牙可为多种重要的解决方案提供支持，其中包括家庭自动化、室内导航以及商业和工业创新等。
, upload/article/feature/2019/10/22/5dae77313a969-thumb.png, 可穿戴设备|蓝牙|智能手机, 1571700000
西安交通大学与烟台签署合作协议，共同开拓智能传感之路, 与非网 记者, 2019-10-22 15:16, 预计 4 分钟读完, 2, sensor, 传感技术, /sensor/, 455267, upload/article/feature/2019/10/22/5daeac8367359.jpg, 西安交通大学与烟台签署合作协议，共同开拓智能传感之路, 与非网10月22日讯，近日，在2019世界工业设计大会期间签约了一批重大项目，其中包括烟台市人民政府与西安交通大学签署合作协议，将依托明石创新产业技术研究院在烟台建设“西安交通大学（烟台）智能传感技术与系统研究院”。 , upload/article/feature/2019/10/22/5daeac8367359-thumb.jpg, 智能制造|传感技术, 1571728594
一文读懂毫米波技术与毫米波芯片, , 2019-10-22 16:00, , 2, sensor, 传感技术, /sensor/, 455277, upload/article/feature/2019/10/22/5daeb2dee3746.jpg, 一文读懂毫米波技术与毫米波芯片, 为极大化普及毫米波相关概念，本文中将对毫米波技术以及毫米波芯片加以讲解，以增进大家对毫米波的认知深度。, upload/article/feature/2019/10/22/5daeb2dee3746-thumb.jpg, 毫米波通信|毫米波雷达|芯片, 1571731219
三星屏下指纹识别再出漏洞，或将影响供应链相关台厂？, , 2019-10-21 15:09, , 2, sensor, 传感技术, /sensor/, 455161, upload/article/feature/2019/10/21/5dad5986d4692.jpg, 三星屏下指纹识别再出漏洞，或将影响供应链相关台厂？, 与非网10月21日讯，三星S10上的超声波指纹识别再爆出问题，业界估计会影响相关台厂的出货。, upload/article/feature/2019/10/21/5dad5986d4692-thumb.jpg, 屏下指纹识别|三星|高通, 1571641776
三星就指纹识别漏洞发声明，亡羊补牢还来得及吗？, , 2019-10-21 15:35, , 2, sensor, 传感技术, /sensor/, 455169, upload/article/feature/2019/10/21/5dad5fbbeded4.jpg, 三星就指纹识别漏洞发声明，亡羊补牢还来得及吗？, 与非网10月21日讯，今年的旗舰机型被爆出指纹识别漏洞后，三星发布了紧急声明，但是仍然没有有效的解决方案。, upload/article/feature/2019/10/21/5dad5fbbeded4-thumb.jpg, 指纹识别|三星S10|三星, 1571643341
LED照明控制系统中可能会用到的传感器一览, , 2019-10-21 17:36, , 2, sensor, 传感技术, /sensor/, 455212, upload/article/feature/2019/10/21/5dad7b5a5c475.png, LED照明控制系统中可能会用到的传感器一览, 传感器作为信号采集和机电转换的器件，其机电技术已相当成熟，近几年来，传感器技术向小型化、智能化、多功能化、低成本化大踏步迈进。, upload/article/feature/2019/10/21/5dad7b5a5c475-thumb.png, LED照明|传感器技术, 1571650587
霍尼韦尔助力中国制造业迈向智造新未来, , 2019-10-18 07:00, , 2, sensor, 传感技术, /sensor/, 455054, , 霍尼韦尔助力中国制造业迈向智造新未来, 今天，正值2019世界智能制造大会在南京开幕之际，霍尼韦尔在其传感物联南京工厂举办了以“未来，我们来”为主题的专题活动。霍尼韦尔南京工厂的快速发展与中国物联网产业的蓬勃发展息息相关，因, , 霍尼韦尔|传感器, 1571353200
集成电路“卡脖子”难解，《线路图》发布引领发展, 赵元闯, 2019-10-27 09:11, 预计 9 分钟读完, 5, mcu-dsp, 控制器/处理器, /mcu-dsp/, 455484, upload/article/feature/2019/10/25/5db2847d67c02.jpg, 集成电路“卡脖子”难解，《线路图》发布引领发展, 2019年10月18日，以“全球科技创新中心下的上海集成电路”为主题的“2019中国（上海）集成电路创新峰会”在上海科学会堂举行。, upload/article/feature/2019/10/25/5db2847d67c02-thumb.jpg, CMOS|摩尔定律|半导体|先进制程, 1572138660
英特尔的10nm制程，黄了, , 2019-10-26 08:19, , 5, mcu-dsp, 控制器/处理器, /mcu-dsp/, 455542, upload/article/feature/2019/10/25/5db2bdca88e6c.jpg, 英特尔的10nm制程，黄了, 英特尔的10nm制程跳票了5年，这可能是英特尔败走AMD的伏笔。, upload/article/feature/2019/10/25/5db2bdca88e6c-thumb.jpg, 10nm|AMD|英特尔, 1572049140
华润微电子成功过会，或成为科创板红筹上市第一股, , 2019-10-25 19:49, , 5, mcu-dsp, 控制器/处理器, /mcu-dsp/, 455552, upload/article/feature/2019/10/25/5db2e1147e1ae.jpg, 华润微电子成功过会，或成为科创板红筹上市第一股, 2019年10月25日，华润微电子有限公司科创板发行上市申请获科创板上市委会议审议通过。作为国内知名的半导体投资运营企业，华润微电子或将成为科创板红筹上市第一股。, upload/article/feature/2019/10/25/5db2e1147e1ae-thumb.jpg, 科创板|封装测试|华润微电子|晶圆制造|芯片设计, 1572004172
英特尔三季度财报：超出此前预期，贸易僵局“活力”仍在, , 2019-10-25 14:33, , 5, mcu-dsp, 控制器/处理器, /mcu-dsp/, 455496, upload/article/feature/2019/10/25/5db2960c96b73.jpg, 英特尔三季度财报：超出此前预期，贸易僵局“活力”仍在, 对于英特尔来说，这份财报是似乎是对外界质疑的有力回击。, upload/article/feature/2019/10/25/5db2960c96b73-thumb.jpg, 半导体|CPU|英特尔, 1571985182
徐州鑫晶半导体大硅片项目进展顺利，预计今年年底即可投产, , 2019-10-25 14:08, , 5, mcu-dsp, 控制器/处理器, /mcu-dsp/, 455491, upload/article/feature/2019/10/25/5db2909ab2e3a.jpg, 徐州鑫晶半导体大硅片项目进展顺利，预计今年年底即可投产, 项目主体厂房已全部完工，正在进行生产设备安装，预计2019年底投产。, upload/article/feature/2019/10/25/5db2909ab2e3a-thumb.jpg, 大硅片|鑫晶半导体, 1571983680
我国光刻产业的漫漫突围路, 李晨光, 2019-10-25 15:14, 预计 12 分钟读完, 5, mcu-dsp, 控制器/处理器, /mcu-dsp/, 455502, upload/article/feature/2019/10/25/5db29fc9e7da4.jpg, 我国光刻产业的漫漫突围路, 近年来，随着集成电路产业的蓬勃发展，我国在光刻技术、设备和材料等方面取得了一些研究进展，但仍与国外存在较大差距。, upload/article/feature/2019/10/25/5db29fc9e7da4-thumb.jpg, 晶圆加工|光刻胶|集成电路|半导体, 1571987691
SSD 伏蛰多年开始“主导”硬盘市场，国产主控芯片厂商迎来发展机遇, , 2019-10-25 13:09, , 5, mcu-dsp, 控制器/处理器, /mcu-dsp/, 455483, , SSD 伏蛰多年开始“主导”硬盘市场，国产主控芯片厂商迎来发展机遇, 与非网10月25日讯，SSD蛰伏多年后，终于在PC硬盘市场拿下“主导”角色。, , PC硬盘|SSD|存储|主控芯片|NAND闪存, 1571980170
被列为省级重点“头号”项目，山东有研半导体材料进展如何？, , 2019-10-25 11:13, , 5, mcu-dsp, 控制器/处理器, /mcu-dsp/, 455474, upload/article/feature/2019/10/25/5db268066a54b.jpg, 被列为省级重点“头号”项目，山东有研半导体材料进展如何？, 该项目被山东省政府列为2019年省级重点“头号”项目。, upload/article/feature/2019/10/25/5db268066a54b-thumb.jpg, 山东有研|集成电路|晶圆|硅片|半导体材料, 1571973202
台积电提前半年启动 3nm，年底前完成交地, , 2019-10-25 12:53, , 5, mcu-dsp, 控制器/处理器, /mcu-dsp/, 455482, upload/article/feature/2019/10/25/5db27f8ba6292.jpg, 台积电提前半年启动 3nm，年底前完成交地, 据了解，近期台积电3纳米传出将提前启动，原预计2020年4月才会启动南科30公顷用地，但近日台积电已向南科管理局发出提早启用信号，预计2019年底前即可完成交地。, upload/article/feature/2019/10/25/5db27f8ba6292-thumb.jpg, 台积电|半导体|3nm制程, 1571979192
华虹无锡力推 “8+12”战略，迎接 5G 黄金期, , 2019-10-25 10:58, , 5, mcu-dsp, 控制器/处理器, /mcu-dsp/, 455473, upload/article/feature/2019/10/25/5db2640a8cc17.jpg, 华虹无锡力推 “8+12”战略，迎接 5G 黄金期, 华虹宏力拥有3座8英寸Fab（上海）与1座12英寸Fab（无锡），目前月产能为17.5万片。力推进“8+12”战略，未来也将提供巨大的产能及技术发展空间。, upload/article/feature/2019/10/25/5db2640a8cc17-thumb.jpg, 华虹宏力|5 Air|半导体|射频|硅片, 1571972283
三星发布 Exynos 990 5G：能力超强远超麒麟 990 5G？, , 2019-10-25 10:45, , 5, mcu-dsp, 控制器/处理器, /mcu-dsp/, 455471, upload/article/feature/2019/10/25/5db261a7b3ca2.jpg, 三星发布 Exynos 990 5G：能力超强远超麒麟 990 5G？, 三星Exynos 990处理器采用新的5G调制解调器，但仍需搭配全新5G基带芯片——Exynos Modem 5123才能实现5G网络支持。, upload/article/feature/2019/10/25/5db261a7b3ca2-thumb.jpg, Exynos Modem 5123|Exynos 990|5G|三星, 1571971532
美光在数据中心内存上发难，能否打赢竞争对手英特尔？, , 2019-10-25 10:01, , 5, mcu-dsp, 控制器/处理器, /mcu-dsp/, 455469, upload/article/feature/2019/10/25/5db2570f8f9c8.png, 美光在数据中心内存上发难，能否打赢竞争对手英特尔？, 与非网10月25日讯，据路透社报道，内存芯片制造商美光周四向竞争对手英特尔公司发起挑战，该公司针对竞争对手英特尔公司发布了了针对数据中心的新硬盘系列。, upload/article/feature/2019/10/25/5db2570f8f9c8-thumb.png, X100|数据中心|美光|英特尔, 1571968866
台积电 5nm 制程良率情况如何？无法撑起两大核心客户, , 2019-10-25 09:09, , 5, mcu-dsp, 控制器/处理器, /mcu-dsp/, 455466, upload/article/feature/2019/10/25/5db24a1f18d1d.png, 台积电 5nm 制程良率情况如何？无法撑起两大核心客户, 业内人士透露，台积电5nm的月产目前能到达8万片左右，良率近五成，但这远远远无法撑起两大核心客户。, upload/article/feature/2019/10/25/5db24a1f18d1d-thumb.png, 海思|5nm制程|台积电|苹果, 1571965740
英特尔发布全新Tremont微架构, , 2019-10-25 07:20, , 5, mcu-dsp, 控制器/处理器, /mcu-dsp/, 455514, upload/article/feature/2019/10/25/5db26553e8d72.png, 英特尔发布全新Tremont微架构, 在今天于加利福尼亚州圣克拉拉市举行的Linley秋季处理器大会上，英特尔披露了首个Tremont微架构的细节。作为英特尔最新和最先进的低功耗x86 CPU架构，Tremont提供的性能较前代产品显著提升。, upload/article/feature/2019/10/25/5db26553e8d72-thumb.png, Tremont|X86|CP|英特尔|处理器, 1571959200
东芝即将参展第二届中国国际进口博览会, , 2019-10-25 07:14, , 5, mcu-dsp, 控制器/处理器, /mcu-dsp/, 455507, upload/article/feature/2019/10/25/5db2a51ba519e.jpg, 东芝即将参展第二届中国国际进口博览会, 第二届中国国际进口博览会（2019年11月5日-10日）即将在国家会展中心(上海)拉开帷幕。这是世界上首个以进口为主题的大型国家级展会，来自全世界130多个国家和地区的3000余家企业将齐聚于此，共享世界前沿的新科技、新产品与新服务。, upload/article/feature/2019/10/25/5db2a51ba519e-thumb.jpg, 离子电池|东芝|电子元器件, 1571958840
NVIDIA CEO宣布推出Aerial, , 2019-10-25 07:00, , 5, mcu-dsp, 控制器/处理器, /mcu-dsp/, 455475, upload/article/feature/2019/10/25/5db245aa24b52.png, NVIDIA CEO宣布推出Aerial, 电信运营商可以使用NVIDIA Aerial软件开发工具包和装有NVIDIA GPU的服务器来创建具有极高可编程性和可扩展性的软件定义的5G网络，从而提供边缘AI服务。, upload/article/feature/2019/10/25/5db245aa24b52-thumb.png, Nvidia EGX|NVIDIA|5G|移动通信|GPU, 1571958000
美光科技宣布推出新款企业级和消费级 SSD, , 2019-10-25 07:25, , 5, mcu-dsp, 控制器/处理器, /mcu-dsp/, 455517, upload/article/feature/2019/10/25/5db266a673a78.png, 美光科技宣布推出新款企业级和消费级 SSD, 美光科技股份有限公司（纳斯达克交易代码：MU）今天发布了新的固态硬盘 (SSD)，进一步扩展美光硬盘产品组合，帮助消费级和企业级客户存储世界数据。, upload/article/feature/2019/10/25/5db266a673a78-thumb.png, SATA|SSD|美光科技, 1571959500
Arm连续发多款NPU、GPU，给中国IC市场吃下一颗“定心丸”, 郭云云, 2019-10-24 15:31, 预计 9 分钟读完, 5, mcu-dsp, 控制器/处理器, /mcu-dsp/, 455431, upload/article/feature/2019/10/24/5db174ce79ecf.jpeg, Arm连续发多款NPU、GPU，给中国IC市场吃下一颗“定心丸”, 自从美国针对中国用户列出“实体名单”以来，全球半导体市场就动荡不安，各大调查机构纷纷下调半导体市场的全年营收，在2019 Arm技术峰会上，Arm中国董事长兼首席执行官吴雄昂在演讲中表示，经过法务严禁调查，无论Arm v8还是Arm v9架构都是源自英国的技术，Arm会和过去一样持续向中国伙伴进行授权和服务支持。这一消息给采用Arm IP, upload/article/feature/2019/10/24/5db174ce79ecf-thumb.jpeg, Mali-D37 DPU, 1571902299
中资全资收购世界第三大半导体切割设备制造商以色列ADT, , 2019-10-25 08:50, , 5, mcu-dsp, 控制器/处理器, /mcu-dsp/, 455551, , 中资全资收购世界第三大半导体切割设备制造商以色列ADT, 10月24日，先进微电子（郑州）有限公司全资收购以色列ADT新闻发布会在上海举行，这标志着先进微电子（郑州）有限公司收购以色列ADT的工作已全部完成。, , 先进微电子|ADT, 1571964600
南大光电加码光刻胶，斥资 6 亿建设新项目, , 2019-10-24 15:24, , 5, mcu-dsp, 控制器/处理器, /mcu-dsp/, 455429, , 南大光电加码光刻胶，斥资 6 亿建设新项目, 此番，南大光电宣布加码光刻胶产业值得关注。, , 南大光电|光刻胶|集成电路, 1571901863
车规级氮化镓场效应晶体管（15 V 的EPC2216）使得  ToF激光雷达系统“看得”更清晰, , 2019-10-16 07:37, , 2, sensor, 传感技术, /sensor/, 454905, upload/article/feature/2019/10/16/5da6a61c9a546.jpg, 车规级氮化镓场效应晶体管（15 V 的EPC2216）使得  ToF激光雷达系统“看得”更清晰, 宜普电源转换公司（EPC）的车规级并通过AEC Q101认证的氮化镓晶体管系列增添全新成员——经过优化的15 V EPC2216，实现了不昂贵的高性能激光雷达系统。, upload/article/feature/2019/10/16/5da6a61c9a546-thumb.jpg, TOF激光雷达|氮化镓晶体管|EPC, 1571182620
安森美半导体和AImotive宣布合作开发未来的传感器融合硬件平台, , 2019-10-16 07:35, , 2, sensor, 传感技术, /sensor/, 454904, , 安森美半导体和AImotive宣布合作开发未来的传感器融合硬件平台,  推动高能效创新的安森美半导体(ON Semiconductor，美国纳斯达克上市代号：ON)和AImotive联合宣布，将合作开发应用于汽车的传感器融合原型平台。此次合作将帮助客户探究用于未来几代传感器数据调节硬件平台的高度集成的方案。, , 激光雷达|传感器|安森美半导体, 1571182500
